id,circle_id,arpu_6,arpu_7,arpu_8,aon,total_rech_num_6,total_rech_num_7,total_rech_num_8,max_rech_amt_8,total_og_mou_8,total_ic_mou_8,vol_2g_mb_8,arpu_2g_8,arpu_3g_8,churn_probability
2445,109,479.134,1014.449,499.037,465,7,10,5,200,1196.29,67.64,0.0,9.09,0.84,0
2446,109,236.116,280.052,334.454,296,12,13,15,36,585.03,97.49,0.0,9.09,0.84,0
2447,109,140.608,70.02,118.466,488,3,3,1,144,48.14,101.81,0.0,9.09,0.84,0
2448,109,572.19,606.733,573.348,302,9,9,12,130,1217.09,416.56,0.0,9.09,0.84,0
2449,109,38.542,121.932,271.199,2530,4,12,19,30,83.44,28.43,595.09,196.86,151.11,0
2450,109,218.74,106.297,73.735,446,6,5,2,50,51.53,116.78,0.0,9.09,0.84,0
2451,109,530.242,260.818,468.388,254,11,8,16,130,495.59,505.46,0.0,9.09,0.84,0
2452,109,265.777,251.474,204.307,693,3,3,1,200,229.69,770.06,0.0,9.09,0.84,0
2453,109,161.728,97.85,166.955,1323,10,8,11,20,92.23,68.83,0.0,9.09,0.84,0
2454,109,337.622,443.0,332.068,2520,5,4,3,130,346.04,419.41,0.0,9.09,0.84,0
2455,109,261.438,365.424,353.537,1843,7,6,4,130,262.39,153.19,0.0,9.09,0.84,0
2456,109,0.0,0.0,147.221,287,3,4,11,30,0.0,0.0,0.0,9.09,0.84,1
2457,109,212.062,105.445,141.819,489,3,5,3,130,156.78,32.48,0.0,9.09,0.84,0
2458,109,167.874,154.02,224.073,1096,2,7,10,50,168.44,563.59,0.0,9.09,0.84,0
2459,109,70.329,256.337,585.885,1133,4,12,18,100,0.0,0.0,0.0,9.09,0.84,0
2460,109,213.822,427.58,427.577,563,2,3,2,252,0.0,22.44,256.91,424.34,424.36,0
2461,109,274.528,314.011,250.39,780,14,20,13,36,316.48,324.81,0.0,9.09,0.84,0
2462,109,836.711,-41.339,477.706,986,1,1,1,104,361.33,8.48,0.0,9.09,0.84,0
2463,109,87.043,119.208,131.204,717,6,4,9,50,141.23,84.49,0.0,9.09,0.84,0
2464,109,172.49,1.0,234.244,992,9,3,18,36,411.11,27.56,0.0,9.09,0.84,0
2465,109,174.591,66.611,105.39,959,6,3,3,0,79.28,94.33,0.0,9.09,0.84,0
2466,109,113.871,80.654,133.726,2619,2,2,1,130,114.91,67.38,0.0,9.09,0.84,0
2467,109,103.476,85.861,75.146,2107,2,3,1,130,92.73,151.91,0.0,9.09,0.84,0
2468,109,73.176,204.605,184.714,405,5,6,9,100,0.0,0.0,0.0,9.09,0.84,1
2469,109,563.935,299.0,207.581,788,21,13,7,50,319.83,20.96,0.0,9.09,0.84,0
2470,109,51.536,77.83,21.74,1544,1,2,2,0,14.48,372.53,0.0,9.09,0.84,0
2471,109,3.0,1.5,131.429,871,1,0,3,154,2.0,6.23,677.9,0.01,0.0,0
2472,109,205.533,191.593,208.223,780,7,3,4,198,0.0,0.0,1122.98,0.38,0.0,0
2473,109,372.316,164.48,0.25,490,18,18,1,0,0.16,2.98,0.0,9.09,0.84,0
2474,109,66.661,46.47,67.214,1876,4,2,2,128,78.03,64.31,0.0,9.09,0.84,0
2475,109,307.108,355.468,444.045,1675,6,11,7,154,411.88,657.08,139.31,46.6,0.97,0
2476,109,843.532,387.47,367.74,367,9,4,8,144,749.51,140.91,0.0,9.09,0.84,0
2477,109,757.561,747.214,734.521,182,4,7,4,252,457.28,771.13,4.67,0.0,0.0,1
2478,109,316.023,316.903,371.988,261,2,7,5,200,32.46,38.29,0.0,9.09,0.84,0
2479,109,298.361,427.363,64.75,486,11,6,5,0,0.0,0.0,0.0,9.09,0.84,0
2480,109,677.176,366.085,346.3,2914,4,1,2,200,1576.59,1226.03,0.0,9.09,0.84,0
2481,109,254.958,312.385,293.633,272,8,9,3,154,41.11,35.28,89.18,0.0,0.01,0
2482,109,165.588,248.385,331.134,319,5,5,5,98,0.0,0.06,5.13,0.0,0.02,0
2483,109,274.662,126.444,241.247,2405,5,5,4,154,0.63,40.63,0.11,0.0,14.05,0
2484,109,200.114,117.248,64.893,3168,6,6,3,20,80.78,146.93,0.0,9.09,0.84,0
2485,109,161.256,114.941,124.097,914,13,11,2,10,119.51,96.71,0.0,9.09,0.84,0
2486,109,885.637,599.967,811.763,2600,12,6,9,179,589.56,565.83,27.02,276.44,300.68,0
2487,109,57.888,92.382,90.15,1402,4,7,4,30,22.63,47.59,0.0,9.09,0.84,0
2488,109,219.738,238.879,491.153,951,8,7,15,61,697.76,465.43,0.0,9.09,0.84,0
2489,109,997.118,956.356,609.328,356,23,16,15,150,1056.41,77.51,0.0,9.09,0.84,0
2490,109,581.246,635.045,336.011,2449,10,10,4,252,254.53,486.19,1085.34,216.18,212.17,0
2491,109,182.834,250.423,350.239,489,5,7,6,149,846.51,15.89,0.0,9.09,0.84,0
2492,109,0.0,186.239,118.917,485,1,9,8,30,144.91,32.14,0.0,9.09,0.84,0
2493,109,587.492,658.711,661.074,2494,8,8,7,130,1336.06,179.29,0.0,9.09,0.84,0
2494,109,40.502,302.993,502.477,947,3,16,22,130,974.94,108.63,0.0,9.09,0.84,0
2495,109,337.314,296.406,278.772,1003,9,7,6,250,521.14,282.73,0.0,9.09,0.84,0
2496,109,327.752,595.717,611.4,1245,8,11,9,200,519.13,277.16,311.91,32.1,0.0,0
2497,109,352.87,263.46,337.165,1103,12,11,15,50,515.54,33.43,251.21,5.8,0.0,0
2498,109,788.774,431.948,532.89,304,30,24,44,67,733.58,1182.18,0.0,0.0,0.0,0
2499,109,1444.36,1412.28,422.98,336,13,13,3,110,684.04,31.39,0.0,9.09,0.84,0
2500,109,302.794,149.481,282.139,472,14,9,12,50,427.03,178.34,0.0,9.09,0.84,0
2501,109,334.984,464.074,351.125,1458,4,7,3,152,276.09,111.79,196.65,63.96,63.96,0
2502,109,653.958,272.808,524.695,481,9,4,6,200,569.58,169.38,0.0,0.0,0.0,0
2503,109,146.123,140.363,425.785,1085,17,10,29,44,593.66,325.19,0.0,9.09,0.84,0
2504,109,3.8,0.0,156.252,563,1,5,8,30,115.79,150.13,0.0,9.09,0.84,0
2505,109,295.12,113.1,128.2,1148,4,0,0,0,137.33,248.28,0.0,9.09,0.84,0
2506,109,485.778,549.277,629.9,821,7,6,8,130,1298.53,246.08,0.0,9.09,0.84,0
2507,109,187.329,118.449,277.708,3651,6,2,4,130,201.98,187.48,0.0,9.09,0.84,0
2508,109,929.301,383.923,725.576,1103,7,5,6,252,89.09,165.59,625.58,424.35,424.35,0
2509,109,262.619,363.649,419.628,702,6,4,7,130,501.16,872.41,0.0,9.09,0.84,0
2510,109,93.908,359.909,437.264,301,8,21,37,36,654.63,53.99,0.0,9.09,0.84,0
2511,109,60.221,62.167,119.561,481,2,3,4,50,87.68,38.43,0.0,9.09,0.84,1
2512,109,1.23,80.391,0.0,458,0,1,0,0,0.0,0.0,0.0,9.09,0.84,1
2513,109,151.644,184.181,205.497,1879,3,5,3,130,261.69,505.58,0.0,9.09,0.84,0
2514,109,603.272,408.673,502.482,3259,42,40,49,36,619.98,184.14,0.0,9.09,0.84,0
2515,109,284.962,509.573,512.157,1191,6,9,7,144,1229.84,52.23,0.0,9.09,0.84,0
2516,109,428.089,466.057,384.377,234,13,12,11,50,705.48,31.44,0.0,9.09,0.84,0
2517,109,0.0,130.411,232.52,707,4,4,3,274,0.0,2.11,302.99,0.0,0.0,0
2518,109,341.561,307.38,359.377,2286,11,9,9,100,0.0,0.0,0.0,9.09,0.84,1
2519,109,88.38,173.4,146.712,961,9,9,11,56,0.43,17.74,96.0,23.66,27.84,0
2520,109,240.372,45.697,246.933,524,5,7,7,130,62.14,35.46,45.73,0.0,47.97,0
2521,109,451.621,432.802,422.831,398,47,35,29,30,791.73,195.63,0.0,0.0,0.0,0
2522,109,346.381,363.038,153.868,907,15,26,15,25,3.61,20.69,206.3,0.0,0.7,0
2523,109,32.43,72.17,41.22,1536,2,4,2,0,42.98,183.88,0.0,9.09,0.84,0
2524,109,188.432,40.3,36.042,503,2,4,2,20,11.63,18.41,0.0,9.09,0.84,1
2525,109,427.24,331.179,347.012,634,24,22,24,36,604.46,46.08,0.0,9.09,0.84,0
2526,109,195.103,297.122,153.553,1383,7,13,6,44,138.39,99.31,0.0,9.09,0.84,0
2527,109,465.702,504.636,443.219,3290,7,8,3,252,213.84,162.94,111.13,224.0,224.0,0
2528,109,640.003,381.848,566.537,1513,6,4,5,400,351.31,400.38,0.0,9.09,0.84,0
2529,109,76.53,41.765,26.615,275,9,5,3,20,29.49,69.63,0.0,9.09,0.84,0
2530,109,399.445,260.3,59.729,1133,15,9,7,36,33.96,6.34,0.0,9.09,0.84,0
2531,109,6.554,107.59,52.069,245,1,4,3,30,25.78,42.14,0.0,9.09,0.84,0
2532,109,849.188,53.398,33.304,330,16,1,3,30,0.0,0.0,0.0,9.09,0.84,1
2533,109,96.876,15.827,8.991,2536,4,3,2,10,7.01,39.39,0.0,9.09,0.84,0
2534,109,45.29,40.04,37.38,1664,2,3,3,0,21.88,108.83,0.0,9.09,0.84,0
2535,109,295.589,419.713,326.041,492,8,10,5,130,396.81,212.34,0.0,9.09,0.84,0
2536,109,0.0,0.0,142.213,188,2,4,13,20,139.56,71.98,0.0,9.09,0.84,0
2537,109,0.0,199.88,394.823,537,3,7,7,130,614.94,130.51,0.0,0.1,0.0,0
2538,109,396.195,320.53,290.35,2372,23,19,18,30,192.89,225.24,193.29,10.69,0.0,0
2539,109,347.81,428.43,133.35,338,4,5,3,330,68.29,128.81,0.0,9.09,0.84,0
2540,109,0.0,-5.0,126.109,1039,2,2,4,145,1.11,0.23,58.83,366.21,366.22,0
2541,109,35.718,39.115,173.367,599,2,6,9,30,50.48,30.79,0.0,9.09,0.84,1
2542,109,441.29,456.045,10.8,1012,6,8,2,0,23.9,6.3,0.0,9.09,0.84,1
2543,109,416.115,845.221,469.068,778,7,13,5,130,906.34,47.26,0.0,9.09,0.84,0
2544,109,664.015,682.849,717.663,1348,6,8,6,200,387.93,435.09,1.26,244.14,315.93,0
2545,109,662.791,687.021,731.328,2188,6,8,6,252,399.81,293.33,5.66,212.17,212.18,0
2546,109,35.48,94.807,221.75,3107,1,3,4,144,288.11,46.36,0.0,9.09,0.84,0
2547,109,248.6,258.96,416.1,203,5,6,7,200,271.11,333.09,112.85,77.68,77.68,0
2548,109,193.577,356.117,308.286,1226,8,9,4,144,253.24,216.13,661.44,38.01,0.0,0
2549,109,172.147,9.184,0.0,923,9,2,1,0,0.0,0.0,0.0,9.09,0.84,1
2550,109,130.147,548.194,127.936,739,3,13,4,130,308.99,29.11,0.0,9.09,0.84,0
2551,109,130.564,16.4,0.0,226,3,1,0,0,0.0,0.0,0.0,9.09,0.84,0
2552,109,96.31,41.352,12.341,530,4,4,4,10,20.01,70.79,0.0,9.09,0.84,0
2553,109,254.236,162.238,101.391,890,10,9,3,30,93.46,322.34,0.0,9.09,0.84,0
2554,109,149.319,170.161,128.098,2365,8,9,5,30,130.18,151.96,0.0,9.09,0.84,0
2555,109,60.544,74.698,172.224,927,4,7,7,50,153.03,157.94,0.0,9.09,0.84,0
2556,109,476.252,356.413,243.314,322,23,23,13,91,139.78,105.51,58.74,77.78,77.82,0
2557,109,0.0,76.382,239.121,583,1,3,7,130,421.21,172.31,0.0,9.09,0.84,0
2558,109,46.291,75.521,223.209,2644,4,2,2,67,341.59,222.69,0.0,9.09,0.84,0
2559,109,278.047,205.081,171.534,3145,4,6,3,130,142.24,165.81,0.0,9.09,0.84,0
2560,109,132.787,113.554,134.008,2989,8,7,6,30,119.03,183.41,0.0,9.09,0.84,0
2561,109,165.751,118.331,170.364,487,6,6,10,67,131.76,16.73,0.0,9.09,0.84,0
2562,109,244.576,246.334,278.715,479,10,17,11,154,64.63,684.09,0.67,0.0,0.0,0
2563,109,0.0,51.519,99.727,581,2,8,7,50,92.46,23.59,0.0,9.09,0.84,0
2564,109,32.12,98.722,50.04,825,1,5,2,0,12.81,43.59,0.0,9.09,0.84,0
2565,109,3.097,871.358,522.294,471,2,32,22,67,770.29,82.54,0.0,9.09,0.84,0
2566,109,313.341,280.966,221.6,1880,5,4,1,150,422.51,166.43,0.0,9.09,0.84,0
2567,109,155.196,12.04,4.06,485,5,4,1,0,4.23,2.19,0.0,9.09,0.84,0
2568,109,619.711,610.041,648.478,800,12,11,18,130,1298.99,147.74,0.0,9.09,0.84,0
2569,109,411.78,518.084,416.476,1333,5,4,4,200,122.56,83.43,0.0,9.09,0.84,0
2570,109,75.621,137.475,244.796,3110,1,3,2,130,146.81,132.13,0.0,9.09,0.84,0
2571,109,427.005,622.124,761.227,213,9,9,15,150,1364.16,228.39,312.09,46.32,43.82,0
2572,109,220.092,224.514,363.404,1902,2,2,5,130,345.18,197.04,0.0,9.09,0.84,0
2573,109,164.4,165.65,234.799,1718,6,6,10,86,187.44,606.94,393.33,15.4,0.0,0
2574,109,159.725,231.677,130.894,965,8,9,7,30,124.96,135.88,0.0,9.09,0.84,0
2575,109,327.447,0.0,0.0,2377,3,2,0,0,0.0,0.0,0.0,9.09,0.84,1
2576,109,488.853,396.621,506.299,2695,7,5,5,154,415.26,388.46,9.24,0.0,0.01,0
2577,109,61.804,42.743,92.913,2045,5,7,8,50,58.88,63.79,0.0,9.09,0.84,1
2578,109,452.831,569.57,663.994,1195,19,20,18,149,496.43,999.99,392.65,17.51,14.52,0
2579,109,194.825,168.322,244.564,554,5,4,12,50,303.04,69.88,33.3,21.93,19.63,0
2580,109,351.635,0.0,0.0,2546,1,2,0,0,0.0,34.78,0.0,9.09,0.84,0
2581,109,1458.667,1228.946,1066.712,420,20,20,20,130,1139.38,174.28,0.0,9.09,0.84,0
2582,109,211.32,84.725,150.226,1245,14,6,6,130,123.91,135.21,0.0,9.09,0.84,0
2583,109,1843.78,-1077.191,2310.38,207,0,2,0,0,3887.28,4.86,0.0,9.09,0.84,0
2584,109,44.462,74.481,92.124,2232,5,3,4,144,111.61,547.83,0.0,9.09,0.84,0
2585,109,215.9,340.377,419.366,1178,3,6,4,144,904.21,969.38,0.0,9.09,0.84,0
2586,109,283.649,307.299,503.1,2506,4,5,4,130,502.34,841.21,0.0,9.09,0.84,0
2587,109,241.414,255.549,340.944,411,12,16,16,65,340.21,266.64,0.0,9.09,0.84,0
2588,109,618.066,1095.548,329.894,1097,3,8,2,200,93.31,98.54,0.0,9.09,0.84,1
2589,109,588.225,349.46,221.065,273,31,18,17,36,304.99,123.59,0.0,9.09,0.84,0
2590,109,478.093,250.869,442.492,454,9,7,5,200,429.33,581.96,0.0,9.09,0.84,1
2591,109,51.287,108.07,61.087,3651,1,2,2,200,82.88,62.91,0.0,9.09,0.84,0
2592,109,12.83,73.75,44.41,464,3,3,2,0,83.88,3.18,0.0,9.09,0.84,1
2593,109,184.202,190.007,385.048,454,3,5,4,252,19.29,18.68,66.81,297.18,297.19,0
2594,109,993.186,852.518,925.644,621,35,34,38,130,1879.33,217.59,0.0,0.0,0.0,0
2595,109,720.027,2428.173,431.506,2723,6,6,2,1098,269.23,230.78,0.0,9.09,0.84,0
2596,109,130.548,18.2,122.776,625,4,1,2,145,0.0,11.81,15.22,122.07,122.07,0
2597,109,90.501,81.379,96.0,601,2,5,4,0,100.01,34.21,0.0,9.09,0.84,0
2598,109,79.954,33.511,76.907,3136,5,3,5,30,65.01,78.54,0.0,9.09,0.84,0
2599,109,168.338,204.964,183.573,272,6,14,9,46,20.43,10.16,34.84,79.58,86.68,0
2600,109,219.464,314.0,268.945,1420,3,9,5,130,141.18,386.11,0.0,9.09,0.84,0
2601,109,31.238,68.141,41.0,492,4,4,3,23,57.01,18.84,0.0,9.09,0.84,0
2602,109,177.012,267.6,213.729,528,5,6,6,50,116.71,16.51,0.0,9.09,0.84,0
2603,109,464.323,570.591,298.288,211,9,7,9,144,446.63,384.61,0.0,0.0,0.0,0
2604,109,540.387,661.36,283.742,327,15,23,10,100,280.03,79.93,0.0,9.09,0.84,1
2605,109,116.845,301.263,0.82,785,3,6,0,0,0.8,0.0,0.0,9.09,0.84,0
2606,109,719.617,423.443,455.914,2526,5,5,3,398,338.46,314.79,147.14,2.1,0.0,0
2607,109,661.59,489.806,245.923,2827,27,20,6,198,11.89,207.48,27.59,0.0,32.76,0
2608,109,398.442,97.977,19.92,210,18,7,2,0,0.0,0.0,0.0,9.09,0.84,1
2609,109,273.226,301.492,330.814,3219,5,3,3,154,298.99,439.46,84.56,0.0,0.0,0
2610,109,1.0,376.282,1452.5,1092,4,14,45,110,2749.19,83.36,0.0,9.09,0.84,0
2611,109,428.968,293.393,0.6,465,5,5,3,0,0.0,0.0,0.0,9.09,0.84,0
2612,109,519.229,888.139,530.296,1234,8,15,6,145,319.79,139.43,210.63,122.07,122.23,0
2613,109,471.327,501.338,391.18,1841,32,28,28,102,1018.34,316.14,0.0,0.0,0.0,0
2614,109,330.55,481.24,36.809,740,7,8,1,41,2.1,91.59,138.29,36.44,37.31,0
2615,109,93.004,-4.419,149.218,243,4,4,3,152,11.81,63.59,99.27,63.96,63.96,0
2616,109,423.479,473.74,442.224,3411,5,6,7,130,258.09,204.91,202.44,212.17,212.17,0
2617,109,535.433,503.773,366.026,1793,10,10,12,149,810.13,354.16,0.0,9.09,0.84,0
2618,109,102.62,137.309,114.712,434,5,8,4,30,108.11,82.89,0.0,9.09,0.84,0
2619,109,163.416,170.746,157.907,3021,7,4,4,130,205.34,238.99,0.0,9.09,0.84,0
2620,109,82.089,64.504,117.862,2167,5,5,7,30,117.49,158.88,0.0,9.09,0.84,0
2621,109,224.533,279.16,483.159,251,6,4,8,179,284.11,90.28,33.04,215.37,212.48,0
2622,109,370.966,504.473,527.549,2602,6,10,10,130,819.18,857.08,0.0,9.09,0.84,0
2623,109,0.0,-5.0,145.204,616,1,1,8,56,2.75,7.74,338.54,6.94,0.0,0
2624,109,167.297,201.634,322.452,236,3,5,6,154,17.01,22.89,13.17,0.0,5.89,0
2625,109,111.1,23.04,0.13,221,2,0,1,0,0.15,3.03,0.0,9.09,0.84,1
2626,109,557.845,355.095,319.044,1047,8,5,10,130,487.91,114.23,0.0,9.09,0.84,0
2627,109,315.581,261.616,486.768,1006,7,6,5,130,1056.06,277.64,0.0,9.09,0.84,0
2628,109,194.614,140.085,157.066,843,10,13,10,30,122.31,246.48,0.0,9.09,0.84,0
2629,109,272.418,479.419,660.013,3651,9,11,11,250,149.16,188.54,0.0,0.0,0.0,0
2630,109,136.312,318.807,102.046,860,3,4,2,130,134.08,162.09,0.0,9.09,0.84,0
2631,109,198.772,162.211,214.606,356,3,4,1,130,225.34,342.43,0.0,9.09,0.84,0
2632,109,834.25,379.034,103.234,2853,10,4,1,128,127.13,100.08,0.0,9.09,0.84,0
2633,109,189.247,266.774,231.47,1512,3,2,5,0,228.24,506.91,0.0,9.09,0.84,0
2634,109,256.098,169.014,271.42,735,4,2,3,169,108.24,323.73,0.0,9.09,0.84,0
2635,109,191.03,289.08,770.15,3651,4,1,2,400,367.74,250.19,0.0,9.09,0.84,0
2636,109,140.931,69.27,152.156,494,2,2,10,70,213.54,696.11,0.0,9.09,0.84,0
2637,109,28.586,31.007,119.419,3107,2,4,7,30,149.69,275.11,0.0,9.09,0.84,0
2638,109,0.0,333.943,358.946,2732,0,7,5,130,630.68,155.84,0.0,9.09,0.84,0
2639,109,376.711,91.15,215.527,1056,9,8,10,130,0.0,0.0,121.24,157.0,156.4,0
2640,109,696.62,520.673,472.603,286,8,7,6,169,851.91,131.79,0.0,9.09,0.84,1
2641,109,420.879,396.418,236.233,529,23,28,12,30,63.56,99.11,124.89,9.3,0.0,1
2642,109,387.39,60.0,154.0,562,3,2,2,200,0.0,0.0,0.0,9.09,0.84,1
2643,109,604.063,601.164,572.051,955,15,22,17,50,552.53,298.74,0.0,9.09,0.84,0
2644,109,0.69,26.668,219.685,1095,4,7,12,65,351.01,77.66,0.0,9.09,0.84,0
2645,109,326.298,343.179,425.726,908,8,11,14,130,780.18,426.93,0.0,0.08,0.0,0
2646,109,284.063,477.223,308.317,205,7,11,5,130,393.94,415.14,0.0,9.09,0.84,0
2647,109,172.35,282.69,242.14,2605,5,4,4,250,224.58,496.18,51.01,0.0,1.65,0
2648,109,253.567,319.366,218.562,191,3,1,2,198,16.79,129.26,260.54,4.92,34.18,0
2649,109,390.346,188.362,329.184,3213,7,4,7,130,97.29,43.29,0.0,9.09,0.84,0
2650,109,26.052,546.822,312.243,496,3,27,18,67,356.48,101.59,0.0,9.09,0.84,0
2651,109,110.531,1.16,9.625,1144,2,2,4,12,0.0,1.98,0.0,9.09,0.84,0
2652,109,125.211,128.52,0.54,286,2,3,3,0,0.0,2.16,0.0,9.09,0.84,1
2653,109,140.789,5.7,0.0,1829,5,5,1,0,0.0,0.0,0.0,9.09,0.84,1
2654,109,182.172,169.681,228.101,587,7,4,6,50,107.33,430.26,0.0,9.09,0.84,0
2655,109,94.983,77.304,5.5,2116,4,3,4,0,0.0,0.0,0.0,9.09,0.84,1
2656,109,477.07,151.999,130.648,312,18,4,5,30,45.91,7.63,0.0,9.09,0.84,1
2657,109,471.705,462.17,487.394,1285,7,7,5,150,689.29,164.66,0.0,9.09,0.84,0
2658,109,788.925,256.709,939.995,1886,13,4,8,300,1691.81,850.83,0.0,9.09,0.84,0
2659,109,0.0,150.107,536.841,1862,3,8,23,67,883.48,242.89,0.0,9.09,0.84,0
2660,109,206.64,38.826,51.681,1054,9,7,3,20,69.39,76.79,0.0,9.09,0.84,0
2661,109,353.857,437.723,480.119,2216,6,6,2,339,228.78,124.44,189.97,72.2,0.0,0
2662,109,86.877,79.74,129.609,3103,4,4,5,65,95.08,299.74,0.0,9.09,0.84,0
2663,109,200.215,228.989,172.952,654,4,7,6,50,166.36,160.26,0.0,9.09,0.84,0
2664,109,15.939,155.927,417.426,879,4,14,47,20,162.29,26.88,991.8,12.51,0.0,0
2665,109,324.137,280.652,341.49,492,31,23,29,30,163.71,51.54,14.28,20.04,10.96,0
2666,109,376.077,269.02,376.458,905,7,2,2,250,62.16,184.23,0.0,9.09,0.84,0
2667,109,563.404,452.204,626.309,569,9,9,7,150,1510.16,31.49,0.0,9.09,0.84,0
2668,109,399.712,600.572,470.039,271,37,36,39,98,478.56,105.96,46.1,0.0,0.0,0
2669,109,290.471,388.126,1.8,279,9,13,2,0,1.58,0.0,0.0,9.09,0.84,1
2670,109,628.171,409.359,334.392,2622,10,17,7,215,180.38,144.16,0.0,9.09,0.84,0
2671,109,89.099,107.72,158.874,250,5,7,5,110,164.91,91.48,0.0,9.09,0.84,0
2672,109,459.387,509.42,337.238,1225,10,11,6,154,136.96,274.94,135.54,36.0,10.12,0
2673,109,441.474,171.851,145.525,587,14,9,15,25,49.98,121.38,20.48,0.0,-0.24,0
2674,109,332.081,459.539,300.094,2232,5,15,7,130,495.56,262.43,14.45,32.07,3.53,0
2675,109,51.4,44.2,46.8,544,2,2,1,0,24.66,16.18,0.0,9.09,0.84,0
2676,109,171.847,130.421,260.822,623,5,3,5,154,12.45,4.06,13.08,0.0,0.01,0
2677,109,164.626,212.922,159.635,751,11,14,10,44,43.13,104.28,0.0,9.09,0.84,0
2678,109,234.607,178.66,330.968,2905,10,5,8,252,72.26,145.44,176.19,212.17,215.9,0
2679,109,936.147,647.637,832.817,3231,14,9,6,252,1016.58,529.68,21.05,212.17,212.17,0
2680,109,185.275,218.08,20.03,494,3,5,2,0,0.0,0.0,0.0,9.09,0.84,1
2681,109,137.966,803.144,941.263,1913,6,16,17,198,161.31,161.43,3680.99,172.41,0.0,0
2682,109,519.623,470.421,332.813,478,9,15,10,130,605.14,187.31,0.0,0.0,0.0,0
2683,109,376.398,175.29,165.165,644,5,3,2,154,13.16,7.63,28.04,0.0,4.11,0
2684,109,202.588,243.913,207.092,2177,6,8,5,50,163.89,179.36,0.0,9.09,0.84,0
2685,109,135.011,77.14,89.181,1343,2,5,5,30,77.46,303.68,0.0,9.09,0.84,0
2686,109,16.715,572.466,606.417,476,2,13,9,150,1284.91,182.89,0.0,9.09,0.84,0
2687,109,257.768,69.106,92.89,2420,9,4,3,0,56.89,170.54,0.0,9.09,0.84,0
2688,109,300.25,0.0,0.1,369,9,3,3,0,0.0,0.0,0.0,9.09,0.84,1
2689,109,214.979,131.04,277.721,398,12,7,10,130,174.94,235.14,13.83,0.0,11.92,0
2690,109,1255.777,577.0,693.065,1436,32,15,17,128,602.54,232.76,212.52,73.61,34.88,0
2691,109,82.664,84.552,101.25,199,2,5,1,0,12.58,76.44,0.0,9.09,0.84,1
2692,109,130.457,152.31,134.968,3400,2,4,1,154,0.0,442.06,65.67,0.0,-4.23,0
2693,109,385.137,316.022,165.823,2878,11,8,11,42,261.96,125.73,0.0,9.09,0.84,0
2694,109,133.79,39.203,9.183,886,11,3,2,10,7.14,3.36,0.0,9.09,0.84,0
2695,109,327.564,239.824,260.916,441,4,5,4,150,284.84,155.01,0.0,9.09,0.84,0
2696,109,135.458,241.668,244.934,2551,7,11,12,30,76.69,158.03,1.99,24.61,21.91,0
2697,109,271.6,280.219,212.138,533,15,22,17,20,102.09,300.51,0.0,9.09,0.84,0
2698,109,250.111,308.193,165.325,619,9,8,2,130,178.99,128.84,0.0,9.09,0.84,0
2699,109,222.888,221.048,241.324,1267,5,3,3,229,270.36,86.01,0.0,9.09,0.84,0
2700,109,341.377,262.504,242.631,493,11,9,17,30,411.04,81.61,0.0,9.09,0.84,0
2701,109,332.155,126.151,176.165,1743,8,6,4,50,178.01,176.11,0.0,9.09,0.84,0
2702,109,294.01,158.223,169.752,1682,2,3,1,349,240.26,293.96,0.0,9.09,0.84,0
2703,109,110.088,52.459,36.849,898,11,4,7,17,2.41,9.18,2.24,0.1,0.0,1
2704,109,63.893,0.0,222.43,230,3,1,6,130,343.76,45.74,0.0,9.09,0.84,1
2705,109,368.563,430.407,398.986,4193,6,3,3,250,322.54,704.41,126.61,150.67,150.68,0
2706,109,277.479,35.15,70.991,311,15,3,5,30,89.36,63.09,0.0,9.09,0.84,0
2707,109,84.176,169.722,62.063,375,6,11,4,25,0.0,12.14,787.53,0.0,0.0,0
2708,109,276.306,385.627,37.75,2343,7,8,1,250,112.14,43.93,0.0,9.09,0.84,0
2709,109,188.202,76.8,0.0,249,8,2,3,0,0.0,0.0,0.0,9.09,0.84,0
2710,109,101.536,752.938,433.503,710,5,16,10,130,928.16,51.86,0.0,0.0,0.0,0
2711,109,173.816,91.048,231.042,397,5,4,3,130,236.13,99.96,0.0,9.09,0.84,0
2712,109,566.438,313.081,386.389,1488,22,7,12,154,169.54,417.63,477.42,10.1,11.93,0
2713,109,139.966,98.694,0.0,516,8,5,3,0,0.0,0.0,0.0,9.09,0.84,1
2714,109,139.154,461.694,1087.168,309,8,17,26,200,225.68,247.18,0.0,9.09,0.84,0
2715,109,0.0,2.0,132.271,1130,1,3,8,65,247.81,90.64,0.0,9.09,0.84,0
2716,109,129.456,228.08,175.738,706,5,9,6,50,186.41,133.19,0.0,9.09,0.84,0
2717,109,233.022,164.6,62.082,216,6,0,5,61,44.88,75.84,9.67,0.0,0.0,0
2718,109,103.814,87.307,112.83,201,11,12,15,10,136.68,18.83,0.0,9.09,0.84,0
2719,109,100.876,94.001,127.508,1434,3,2,3,128,226.33,128.59,0.0,9.09,0.84,0
2720,109,373.615,98.349,451.073,1788,6,6,6,140,545.86,351.31,0.0,9.09,0.84,0
2721,109,874.308,1188.518,739.376,674,7,9,8,350,611.43,521.84,71.39,9.88,34.8,0
2722,109,80.921,51.831,78.28,1718,2,4,2,0,79.74,136.61,0.0,9.09,0.84,0
2723,109,46.818,536.424,453.111,1068,3,25,24,30,283.69,38.84,1167.84,38.5,0.0,0
